id,idade,sexo,anos_estudo,cor_raca,salario,estado_civil,regiao
11002710103.0,22,homem,9.0,Parda,5428.2001953125,0.0,norte
11002711103.0,28,mulher,11.0,Parda,2180.0,0.0,norte
11002711104.0,30,homem,11.0,Parda,5203.60009765625,0.0,norte
11002713101.0,55,mulher,10.0,Parda,5328.599609375,0.0,norte
11002713102.0,32,mulher,8.0,Amarela,723.2000122070312,0.0,norte
11003501101.0,35,homem,5.0,Parda,24564.0,1.0,norte
11003501102.0,31,mulher,5.0,Parda,,1.0,norte
11003502101.0,40,homem,5.0,Parda,15960.0,0.0,norte
11003505101.0,58,mulher,5.0,Parda,,0.0,norte
11003506101.0,48,homem,6.0,Parda,25440.0,1.0,norte
11003506101.0,27,mulher,5.0,Parda,5940.0,1.0,nordeste
11003507101.0,24,homem,5.0,Parda,6300.0,0.0,norte
11003508101.0,31,homem,6.0,Branca,13080.0,1.0,norte
11003508102.0,30,mulher,5.0,Preta,2199.0,1.0,norte
11003510101.0,41,homem,5.0,Parda,24091.2001953125,0.0,norte
11003510103.0,47,homem,5.0,Parda,,0.0,norte
11003510104.0,32,homem,10.0,Parda,,0.0,norte
11003511101.0,37,homem,5.0,Branca,52320.0,1.0,norte
11003511102.0,29,mulher,11.0,Parda,,1.0,nordeste
11003513101.0,58,homem,5.0,Parda,15120.0,1.0,norte
11003513102.0,34,mulher,5.0,Branca,0.0,1.0,norte
11004302101.0,35,mulher,8.0,Branca,3780.0,0.0,norte
11004303102.0,49,mulher,11.0,Branca,23674.80078125,0.0,norte
11004304101.0,46,homem,11.0,Parda,23544.0,1.0,norte
11004304102.0,39,mulher,11.0,Branca,23544.0,1.0,norte
11004305103.0,26,homem,7.0,Parda,8652.0,0.0,norte
11004305104.0,23,mulher,10.0,Parda,,0.0,norte
11004307101.0,27,mulher,5.0,Parda,6489.0,0.0,norte
11004312101.0,45,mulher,14.0,Branca,19080.0,0.0,norte
11004313101.0,41,homem,8.0,Parda,10747.80078125,0.0,norte
11005101102.0,27,mulher,11.0,Preta,3985.449951171875,0.0,norte
11005101103.0,26,homem,11.0,Preta,3195.5,0.0,norte
11005101104.0,28,homem,11.0,Parda,31392.0,0.0,norte
11005102101.0,40,homem,11.0,Preta,13812.48046875,0.0,norte
11005103101.0,41,mulher,5.0,Parda,,0.0,norte
11005103102.0,27,homem,7.0,Parda,,0.0,norte
11005103103.0,26,mulher,11.0,Parda,1278.0,0.0,norte
11005103104.0,23,mulher,7.0,Parda,1291.5,0.0,norte
11005103105.0,22,homem,11.0,Parda,3270.0,0.0,norte
11005103106.0,21,mulher,8.0,Parda,1726.4000244140625,0.0,norte
11005103107.0,23,homem,11.0,Parda,,0.0,norte
11005103110.0,25,homem,11.0,Parda,,0.0,norte
11005104101.0,43,mulher,10.0,Indigena,3296.0,1.0,norte
11005104102.0,46,homem,11.0,Branca,,1.0,norte
11005104103.0,21,mulher,11.0,Parda,,0.0,norte
11005104106.0,27,homem,5.0,Parda,5288.400390625,0.0,norte
11005105101.0,52,homem,5.0,Parda,5129.400390625,0.0,norte
11005106101.0,50,mulher,8.0,Parda,5179.2001953125,0.0,norte
11005106102.0,26,homem,11.0,Parda,,0.0,norte
11005106103.0,23,homem,13.0,Parda,6104.0,0.0,norte
11005106105.0,23,mulher,11.0,Parda,,0.0,norte
11005107101.0,35,homem,8.0,Parda,6092.099853515625,1.0,norte
11005107102.0,34,mulher,6.0,Parda,9450.0,1.0,norte
11005108101.0,52,homem,15.0,Parda,,1.0,norte
11005108102.0,49,mulher,13.0,Parda,21624.0,1.0,norte
11005108103.0,22,homem,12.0,Parda,,0.0,norte
11005109102.0,27,homem,9.0,Branca,1671.2000122070312,0.0,norte
11005110101.0,22,homem,10.0,Branca,4987.6000061035165,0.0,norte
11005112101.0,55,homem,5.0,Parda,6249.599609375,1.0,norte
11005112102.0,48,mulher,11.0,Parda,6249.599609375,1.0,norte
11005112103.0,21,mulher,15.0,Parda,6249.599609375,0.0,norte
11005112104.0,40,homem,11.0,Parda,1562.39990234375,0.0,norte
11005112105.0,26,mulher,14.0,Parda,6249.599609375,0.0,norte
11005113101.0,45,homem,5.0,Parda,1826.0,0.0,norte
11006001101.0,33,homem,11.0,Preta,5670.0,1.0,norte
11006001102.0,35,mulher,8.0,Parda,5670.0,1.0,norte
11006002101.0,50,mulher,6.0,Preta,-1.0,1.0,norte
11006002102.0,51,homem,5.0,Parda,,1.0,norte
11006002103.0,29,homem,11.0,Parda,4938.1201171875,0.0,norte
11006002104.0,29,mulher,10.0,Branca,-1.0,0.0,norte
11006003101.0,25,homem,10.0,Parda,10544.400390625,1.0,norte
11006003102.0,23,mulher,7.0,Parda,,1.0,norte
11006004101.0,27,mulher,10.0,Preta,,1.0,norte
11006004102.0,38,homem,7.0,Parda,3030.0,1.0,norte
11006005101.0,29,mulher,5.0,Branca,4863.599609375,1.0,norte
11006005102.0,28,homem,11.0,Parda,15756.0,1.0,norte
11006006102.0,56,mulher,5.0,Parda,,0.0,norte
11006006103.0,29,homem,9.0,Parda,2965.7999877929688,0.0,norte
11006007101.0,50,mulher,5.0,Parda,,0.0,norte
11006007102.0,28,homem,11.0,Parda,7070.0,0.0,norte
11006007103.0,27,homem,11.0,Parda,7514.400390625,0.0,norte
11006007104.0,24,mulher,12.0,Parda,6241.80029296875,0.0,norte
11006007105.0,20,homem,11.0,Parda,3636.0,0.0,norte
11006008102.0,44,mulher,5.0,Parda,,0.0,norte
11006008103.0,24,homem,6.0,Parda,,0.0,norte
11006008104.0,22,mulher,11.0,Parda,,0.0,norte
11006008105.0,20,mulher,9.0,Parda,,0.0,norte
11006009101.0,57,homem,5.0,Parda,6605.400390625,1.0,norte
11006009102.0,47,mulher,5.0,Parda,,1.0,norte
11006011101.0,51,homem,11.0,Branca,39449.28125,1.0,norte
11006011102.0,45,mulher,9.0,Parda,,1.0,norte
11006011103.0,29,homem,8.0,Branca,6060.0,0.0,norte
11006011104.0,27,mulher,11.0,Parda,8484.0,0.0,norte
11006013101.0,57,homem,5.0,Preta,1100.0,1.0,norte
11006013102.0,52,mulher,5.0,Parda,,1.0,norte
11006013103.0,29,homem,14.0,Parda,9600.0,0.0,norte
11006013104.0,26,mulher,11.0,Parda,5400.0,0.0,norte
11006013105.0,24,mulher,11.0,Parda,5880.0,0.0,norte
11006013106.0,27,mulher,11.0,Parda,,0.0,norte
11007801101.0,34,homem,12.0,Parda,43680.0,1.0,norte
11007801102.0,31,mulher,10.0,Branca,,1.0,norte
11007802101.0,40,mulher,12.0,Parda,8820.0,0.0,norte
11007802102.0,21,homem,11.0,Parda,6702.0,0.0,norte
11007802103.0,20,homem,7.0,Parda,721.0,0.0,norte
11007804101.0,50,mulher,5.0,Parda,115920.0,0.0,norte
11007808101.0,24,homem,8.0,Parda,9090.0,0.0,norte
11007810101.0,41,homem,11.0,Branca,7272.0,1.0,norte
11007810102.0,38,mulher,5.0,Branca,18815.8798828125,1.0,norte
11007811101.0,32,homem,11.0,Parda,15000.0,1.0,norte
11007811102.0,31,mulher,11.0,Parda,750.0,1.0,norte
11007812101.0,48,homem,5.0,Parda,3020.0,1.0,norte
11007812102.0,32,mulher,5.0,Preta,250.0,1.0,norte
11008601101.0,30,homem,11.0,Branca,9968.7001953125,1.0,norte
11008601102.0,21,mulher,11.0,Branca,8940.08984375,1.0,norte
11008603101.0,35,homem,11.0,Parda,9600.0,1.0,norte
11008603102.0,33,mulher,11.0,Branca,4930.2001953125,1.0,norte
11008604101.0,23,homem,11.0,Parda,3078.47998046875,0.0,norte
11008604102.0,60,mulher,5.0,Parda,,0.0,norte
11008606101.0,43,mulher,11.0,Branca,1600.0,1.0,norte
11008606102.0,51,homem,11.0,Parda,43745.7578125,1.0,norte
11008606103.0,26,homem,11.0,Branca,9384.240234375,0.0,norte
11008606104.0,20,homem,9.0,Branca,15912.0,0.0,norte
11008607101.0,58,homem,11.0,Parda,,1.0,norte
11008607102.0,57,mulher,11.0,Parda,122040.0,1.0,norte
11008608101.0,40,homem,9.0,Parda,8232.0,1.0,norte
11008608102.0,39,mulher,10.0,Branca,,1.0,norte
11008609101.0,35,homem,13.0,Preta,11220.0,0.0,norte
11008610101.0,44,homem,11.0,Parda,28152.0,1.0,norte
11008610102.0,40,mulher,15.0,Preta,25440.0,1.0,norte
11008611102.0,20,homem,11.0,Parda,,0.0,norte
11008612102.0,29,mulher,11.0,Parda,0.0,0.0,norte
11008613101.0,41,homem,15.0,Parda,38784.0,1.0,norte
11008613102.0,36,mulher,11.0,Parda,,1.0,norte
11009401101.0,38,homem,5.0,Parda,9600.0,1.0,norte
11009401102.0,25,mulher,11.0,Parda,7440.0,1.0,norte
11009402101.0,30,mulher,8.0,Parda,5940.0,0.0,norte
11009403101.0,41,homem,8.0,Parda,7733.8798828125,1.0,norte
11009403102.0,35,mulher,7.0,Parda,3600.0,1.0,norte
11009404101.0,21,homem,11.0,Branca,9020.639892578123,0.0,norte
11009405101.0,32,mulher,14.0,Branca,11309.759765625,0.0,norte
11009406101.0,52,homem,5.0,Branca,9706.0,1.0,norte
11009406102.0,31,mulher,5.0,Parda,,1.0,norte
11009407101.0,59,homem,8.0,Parda,12594.0,1.0,norte
11009407102.0,42,mulher,11.0,Preta,6046.800048828125,1.0,norte
11009409101.0,48,homem,7.0,Branca,-1.0,0.0,norte
11009410101.0,31,homem,5.0,Branca,9504.0,1.0,norte
11009410102.0,46,mulher,5.0,Branca,4930.2001953125,1.0,norte
11009411101.0,48,mulher,5.0,Branca,7635.599609375,1.0,norte
11009411102.0,57,homem,5.0,Preta,7272.0,1.0,norte
11009412101.0,27,homem,8.0,Parda,18000.0,1.0,norte
11009412102.0,22,mulher,11.0,Parda,5940.0,1.0,norte
11009413101.0,60,mulher,5.0,Parda,8484.0,1.0,norte
11009413102.0,30,homem,5.0,Preta,3600.0,1.0,norte
11009413103.0,44,homem,8.0,Preta,8484.0,0.0,norte
11010801103.0,28,homem,8.0,Parda,2797.2001953125,0.0,norte
11010801104.0,25,mulher,13.0,Parda,8325.0,0.0,norte
11010802101.0,36,homem,11.0,Branca,4042.5,0.0,norte
11010802102.0,21,homem,5.0,Branca,28704.0,0.0,norte
11010803101.0,44,mulher,5.0,Preta,7632.0,0.0,norte
11010803102.0,25,homem,7.0,Parda,8152.0,0.0,norte
11010804101.0,57,homem,9.0,Branca,46200.0,0.0,norte
11010805101.0,26,homem,11.0,Parda,6600.0,1.0,norte
11010805102.0,20,mulher,11.0,Branca,5184.0,1.0,norte
11010806101.0,47,homem,6.0,Branca,20352.0,0.0,norte
11010807101.0,32,homem,15.0,Indigena,74562.119140625,1.0,norte
11010807102.0,26,mulher,15.0,Branca,32503.3203125,1.0,norte
11010808101.0,28,homem,15.0,Preta,21696.0,1.0,norte
11010808102.0,24,mulher,11.0,Parda,2339.959999084473,1.0,norte
11010809101.0,45,mulher,15.0,Amarela,31188.0,0.0,norte
11010810101.0,47,mulher,,Parda,4944.0,0.0,norte
11010811101.0,43,mulher,15.0,Branca,48816.0,0.0,norte
11010812101.0,37,homem,8.0,Preta,11340.0,0.0,norte
11010813101.0,35,mulher,13.0,Parda,21696.0,1.0,norte
11010813102.0,39,homem,11.0,Branca,-1.0,1.0,norte
11011601101.0,60,homem,15.0,Branca,271200.0,1.0,norte
11011601102.0,38,mulher,15.0,Branca,28882.798828125,1.0,norte
11011602101.0,40,homem,11.0,Branca,56952.0,1.0,norte
11011602102.0,38,mulher,11.0,Branca,1260.0,1.0,norte
11011603101.0,60,homem,15.0,Branca,50880.0,1.0,norte
11011603102.0,57,mulher,10.0,Parda,,1.0,norte
11011603103.0,32,mulher,14.0,Branca,11700.0,0.0,norte
11011604103.0,37,homem,11.0,Preta,31392.0,0.0,norte
11011608101.0,41,homem,10.0,Parda,12480.0,1.0,norte
11011608102.0,37,mulher,14.0,Branca,6240.0,1.0,norte
11011608105.0,25,mulher,5.0,Parda,,0.0,norte
11011609101.0,43,homem,15.0,Parda,3450.0,0.0,norte
11011611101.0,47,homem,5.0,Parda,4095.0,1.0,norte
11011611102.0,46,mulher,9.0,Branca,9984.0,1.0,norte
11011612101.0,45,homem,15.0,Branca,22488.958984375,1.0,norte
11011612102.0,42,mulher,5.0,Branca,22488.958984375,1.0,norte
11012401101.0,44,mulher,11.0,Branca,16272.0,0.0,norte
11012401102.0,24,homem,11.0,Parda,,0.0,norte
11012404101.0,43,homem,8.0,Parda,6801.599609375,1.0,norte
11012404102.0,47,mulher,11.0,Parda,8051.400390625,1.0,norte
11012406101.0,39,homem,11.0,Branca,-1.0,1.0,norte
11012406102.0,31,mulher,5.0,Preta,208.0,1.0,norte
11012407101.0,42,homem,5.0,Parda,11340.0,1.0,norte
11012407102.0,40,mulher,7.0,Branca,,1.0,norte
11012409101.0,58,homem,9.0,Parda,,1.0,norte
11012409102.0,49,mulher,5.0,Preta,,1.0,norte
11012410101.0,41,homem,15.0,Preta,30426.240234375,1.0,norte
11012410102.0,41,mulher,15.0,Parda,48336.0,1.0,norte
11012411101.0,43,mulher,11.0,Preta,6930.0,0.0,norte
11012412101.0,28,mulher,5.0,Branca,,1.0,norte
11012412102.0,27,homem,5.0,Parda,15120.0,1.0,norte
11012412106.0,49,homem,5.0,Parda,13860.0,0.0,norte
11012413101.0,46,mulher,11.0,Parda,,1.0,norte
11012413102.0,54,homem,11.0,Parda,2496.0,1.0,norte
11012413103.0,23,homem,6.0,Branca,10533.599609375,0.0,norte
11013201101.0,60,homem,12.0,Parda,5670.0,0.0,norte
11013201103.0,25,homem,11.0,Parda,871.5,0.0,norte
11013201104.0,22,mulher,10.0,Parda,2425.5,0.0,norte
11013201105.0,26,homem,11.0,Parda,,0.0,norte
11013202101.0,44,mulher,5.0,Branca,0.0,0.0,norte
11013202102.0,26,homem,5.0,Branca,3261.2999877929688,0.0,norte
11013204101.0,26,homem,15.0,Parda,7660.2001953125,1.0,norte
11013204102.0,26,mulher,15.0,Parda,104923.0,1.0,norte
11013205101.0,43,homem,15.0,Parda,151200.0,1.0,norte
11013205102.0,23,mulher,15.0,Branca,,1.0,norte
11013206101.0,42,homem,11.0,Branca,63600.0,0.0,norte
11013207101.0,31,homem,15.0,Branca,96245.7578125,1.0,norte
11013207102.0,32,mulher,15.0,Branca,174245.765625,1.0,norte
11013208101.0,40,mulher,15.0,Parda,37440.0,0.0,norte
11013208102.0,24,homem,15.0,Parda,,0.0,norte
11013209101.0,43,mulher,15.0,Parda,60153.59765625,1.0,norte
11013209102.0,48,homem,15.0,Branca,37800.0,1.0,norte
11013209103.0,22,homem,12.0,Branca,,0.0,norte
11013210101.0,52,mulher,6.0,Parda,-1.0,0.0,norte
11013210102.0,23,mulher,15.0,Parda,4305.599609375,0.0,norte
11013211101.0,46,mulher,15.0,Parda,11107.19921875,0.0,norte
11013213101.0,52,mulher,5.0,Parda,13200.0,0.0,norte
11013213102.0,31,mulher,10.0,Parda,,0.0,norte
11013213103.0,29,mulher,12.0,Parda,,0.0,norte
11013213104.0,21,homem,5.0,Preta,,0.0,norte
11014001101.0,27,mulher,11.0,Branca,6240.0,0.0,norte
11014001102.0,24,homem,10.0,Branca,2205.0,0.0,norte
11014003101.0,36,mulher,8.0,Preta,,0.0,norte
11014003102.0,23,mulher,5.0,Parda,5353.0,0.0,norte
11014003103.0,27,mulher,5.0,Parda,,0.0,norte
11014003104.0,22,mulher,8.0,Parda,1693.199951171875,0.0,norte
11014004101.0,47,homem,15.0,Parda,16380.0,1.0,norte
11014004102.0,40,mulher,12.0,Branca,21420.0,1.0,norte
11014005101.0,28,homem,8.0,Parda,14176.0,1.0,norte
11014005102.0,26,mulher,5.0,Parda,,1.0,norte
11014007101.0,33,homem,5.0,Parda,,1.0,norte
11014007102.0,30,mulher,5.0,Parda,1939.2000732421875,1.0,norte
11014008101.0,40,homem,11.0,Branca,24240.0,1.0,norte
11014008102.0,38,mulher,5.0,Branca,757.5,1.0,norte
11014010101.0,33,homem,11.0,Parda,27342.0,1.0,norte
11014010102.0,32,mulher,11.0,Branca,660.0,1.0,norte
11014011101.0,46,mulher,11.0,Parda,17640.0,1.0,norte
11014011102.0,45,homem,15.0,Preta,16572.0,1.0,norte
11014011103.0,20,mulher,12.0,Preta,,0.0,norte
11014012101.0,58,mulher,5.0,Parda,,0.0,norte
11014013101.0,30,homem,8.0,Parda,5029.7998046875,0.0,norte
11014014101.0,46,mulher,5.0,Parda,2462.4000244140625,1.0,norte
11014014102.0,31,homem,5.0,Parda,2906.0,1.0,norte
11014016101.0,45,homem,12.0,Parda,8904.0,1.0,norte
11014016102.0,43,mulher,8.0,Parda,,1.0,norte
11014017101.0,27,homem,11.0,Preta,46176.0,1.0,norte
11014017102.0,27,mulher,9.0,Preta,,1.0,norte
11014018101.0,46,homem,11.0,Parda,12600.0,1.0,norte
11014018102.0,46,mulher,15.0,Parda,37440.0,1.0,norte
11014019101.0,34,homem,5.0,Parda,12928.0,1.0,norte
11014019102.0,40,mulher,5.0,Branca,4848.0,1.0,norte
11014020101.0,39,homem,5.0,Parda,13860.0,1.0,norte
11014020102.0,30,mulher,5.0,Parda,4865.5,1.0,norte
11014021101.0,42,homem,10.0,Parda,24960.0,1.0,norte
11014021102.0,35,mulher,5.0,Parda,630.0,1.0,norte
11014022102.0,25,homem,8.0,Branca,,0.0,norte
11014023101.0,32,homem,6.0,Parda,2625.0,1.0,norte
11014023102.0,26,mulher,8.0,Preta,419.1499938964844,1.0,norte
11014024102.0,32,homem,11.0,Preta,10080.0,0.0,norte
11014025101.0,21,homem,8.0,Parda,9600.0,0.0,norte
11014026101.0,29,homem,11.0,Branca,10200.0,1.0,norte
11014026102.0,29,mulher,11.0,Branca,,1.0,norte
11014027101.0,40,homem,11.0,Branca,14400.0,0.0,norte
11014028101.0,23,homem,15.0,Branca,7200.0,0.0,norte
11015901101.0,41,homem,11.0,Branca,38400.0,1.0,norte
11015901102.0,34,mulher,10.0,Branca,,1.0,norte
11015903101.0,42,homem,15.0,Branca,103950.0,1.0,norte
11015903102.0,28,mulher,11.0,Parda,,1.0,norte
11015904101.0,44,homem,5.0,Branca,95040.0,1.0,norte
11015904102.0,41,mulher,11.0,Branca,3180.0,1.0,norte
11015905101.0,47,homem,15.0,Branca,46512.0,1.0,norte
11015905102.0,42,mulher,11.0,Branca,,1.0,norte
11015906102.0,50,mulher,15.0,Branca,,0.0,norte
11015907101.0,41,homem,15.0,Parda,38784.0,1.0,norte
11015907102.0,29,mulher,8.0,Parda,3600.0,1.0,norte
11015907104.0,33,mulher,5.0,,300.0,0.0,norte
11015908102.0,30,homem,11.0,Parda,,0.0,norte
11015909101.0,33,homem,12.0,Branca,9504.0,1.0,norte
11015909102.0,30,mulher,12.0,Parda,,1.0,norte
11015910101.0,58,mulher,12.0,Parda,,0.0,norte
11015910102.0,25,mulher,15.0,Preta,14688.0,0.0,norte
11015910103.0,22,homem,15.0,Preta,14688.0,0.0,norte
11015911101.0,49,homem,15.0,Branca,23760.0,1.0,norte
11015911102.0,50,mulher,5.0,Branca,52386.0,1.0,norte
11015913101.0,44,homem,11.0,Parda,7200.0,1.0,norte
11015913102.0,45,mulher,11.0,Parda,4830.599609375,1.0,norte
11016701101.0,28,homem,10.0,Preta,7560.0,0.0,norte
11016702101.0,26,mulher,11.0,Parda,27600.0,1.0,norte
11016702102.0,26,homem,11.0,Parda,11500.0,1.0,norte
11016703101.0,37,mulher,15.0,Parda,0.0,0.0,norte
11016704101.0,35,homem,11.0,Parda,117600.0,1.0,norte
11016704102.0,34,mulher,11.0,Parda,16888.0,1.0,norte
11016705101.0,42,homem,15.0,Preta,15912.0,1.0,norte
11016705102.0,40,mulher,15.0,Branca,15912.0,1.0,norte
11016706102.0,22,mulher,10.0,Preta,2550.0,0.0,norte
11016707101.0,39,mulher,13.0,Parda,42595.203125,0.0,norte
11016707102.0,21,mulher,11.0,Parda,3000.0,0.0,norte
11016707105.0,37,mulher,13.0,Parda,,0.0,norte
11016708101.0,43,homem,11.0,Parda,9000.0,1.0,norte
11016708102.0,35,mulher,11.0,Branca,750.0,1.0,norte
11016709101.0,43,homem,11.0,Branca,16560.0,1.0,norte
11016709102.0,33,mulher,11.0,Indigena,8400.0,1.0,norte
11016710101.0,32,mulher,11.0,Preta,13464.0,1.0,norte
11016710102.0,40,homem,6.0,Parda,7760.16015625,1.0,norte
11016711101.0,29,homem,9.0,Parda,9696.0,1.0,norte
11016711102.0,30,mulher,6.0,Parda,1804.199951171875,1.0,norte
11016713101.0,42,homem,10.0,Parda,16810.439453125,1.0,norte
11016713102.0,35,mulher,14.0,Branca,5500.0,1.0,norte
11017501101.0,28,homem,11.0,Parda,19980.0,1.0,norte
11017501102.0,24,mulher,5.0,Parda,13800.0,1.0,norte
11017502102.0,41,mulher,11.0,Parda,41400.0,0.0,norte
11017503101.0,46,homem,15.0,Preta,24398.3984375,1.0,norte
11017503102.0,44,mulher,15.0,Branca,26504.3984375,1.0,norte
11017504101.0,48,homem,8.0,Branca,63600.0,1.0,norte
11017504102.0,42,mulher,11.0,Branca,12006.0,1.0,norte
11017505101.0,49,homem,7.0,Branca,-1.0,1.0,norte
11017505102.0,42,mulher,7.0,Branca,,1.0,norte
11017505103.0,24,homem,11.0,Branca,9240.0,0.0,norte
11017506101.0,42,homem,5.0,Parda,9858.0,1.0,norte
11017506102.0,39,mulher,5.0,Branca,,1.0,norte
11017507101.0,56,mulher,6.0,Parda,-1.0,0.0,norte
11017508101.0,60,homem,5.0,Parda,10080.0,1.0,norte
11017508102.0,51,mulher,5.0,Branca,1512.0,1.0,norte
11017509101.0,58,homem,8.0,Parda,13200.0,1.0,norte
11017509102.0,54,mulher,5.0,Branca,1335.60009765625,1.0,norte
11017509103.0,28,homem,5.0,Branca,,0.0,norte
11017510101.0,21,homem,5.0,Branca,6564.0,1.0,norte
11017510102.0,20,mulher,11.0,Branca,,1.0,norte
11017512101.0,40,homem,11.0,Branca,19620.0,1.0,norte
11017512102.0,31,mulher,15.0,Parda,19620.0,1.0,norte
11017513101.0,48,homem,5.0,Preta,26160.0,1.0,norte
11017513102.0,37,mulher,11.0,Parda,,1.0,norte
11018303101.0,52,mulher,5.0,Parda,11040.0,0.0,norte
11018304101.0,31,homem,13.0,Parda,13179.0,1.0,norte
11018304102.0,30,mulher,14.0,Parda,5544.0,1.0,norte
11018306101.0,53,homem,10.0,Branca,999999.0,1.0,norte
11018306102.0,45,mulher,11.0,Branca,,1.0,norte
11018306103.0,24,mulher,15.0,Branca,7920.0,0.0,norte
11018307102.0,28,mulher,14.0,Preta,,0.0,norte
11018308101.0,30,homem,9.0,Preta,13080.0,1.0,norte
11018308102.0,27,mulher,7.0,Branca,,1.0,norte
11018310101.0,36,homem,15.0,Branca,13628.9296875,0.0,norte
11018312103.0,25,homem,5.0,Parda,6540.0,0.0,norte
11018312104.0,23,mulher,11.0,Parda,,0.0,norte
11019101101.0,34,homem,10.0,Branca,19080.0,0.0,norte
11019102101.0,42,homem,8.0,Branca,16560.0,1.0,norte
11019102102.0,42,mulher,10.0,Parda,,1.0,norte
11019103101.0,59,homem,5.0,Branca,2244.0,1.0,norte
11019103102.0,51,mulher,5.0,Branca,0.0,1.0,norte
11019105102.0,43,mulher,5.0,Branca,,0.0,norte
11019105103.0,20,mulher,11.0,Parda,,0.0,norte
11019106101.0,46,homem,5.0,Branca,19080.0,1.0,norte
11019106102.0,36,mulher,5.0,Branca,,1.0,norte
11019107101.0,47,homem,11.0,Branca,-1.0,1.0,norte
11019107102.0,37,mulher,11.0,Branca,3360.0,1.0,norte
11019107103.0,20,mulher,11.0,Branca,,0.0,norte
11019109101.0,23,homem,11.0,Parda,12818.3994140625,0.0,norte
11019109103.0,22,homem,11.0,Parda,5395.5,0.0,norte
11019110101.0,30,homem,5.0,Branca,8385.2998046875,1.0,norte
11019110102.0,22,mulher,5.0,Parda,,1.0,norte
11019111101.0,31,homem,5.0,Parda,5995.0,1.0,norte
11019111102.0,45,mulher,5.0,Parda,,1.0,norte
11019112102.0,60,mulher,5.0,Parda,,0.0,norte
11019113101.0,34,homem,5.0,Preta,8393.0,1.0,norte
11019113102.0,25,mulher,5.0,Branca,,1.0,norte
11020502101.0,43,mulher,10.0,Preta,3465.0,0.0,norte
11020502102.0,20,homem,7.0,Parda,6954.2001953125,0.0,norte
11020503101.0,41,homem,10.0,Branca,15696.0,1.0,norte
11020503102.0,39,mulher,11.0,Branca,,1.0,norte
11020505101.0,40,homem,5.0,Preta,10080.0,1.0,norte
11020505102.0,32,mulher,11.0,Branca,,1.0,norte
11020506101.0,27,homem,9.0,Parda,24720.0,0.0,norte
11020509101.0,41,homem,5.0,Branca,11550.0,1.0,norte
11020509102.0,43,mulher,5.0,Parda,,1.0,norte
11020510101.0,59,homem,5.0,Branca,22880.0,1.0,norte
11020510102.0,60,mulher,5.0,Parda,,1.0,norte
11020511101.0,23,homem,14.0,Parda,10395.0,0.0,norte
11020512101.0,29,mulher,15.0,Branca,,0.0,norte
11021301101.0,39,homem,5.0,Preta,5935.39990234375,1.0,norte
11021301102.0,30,mulher,5.0,Preta,6016.7998046875,1.0,norte
11021303101.0,31,homem,11.0,Branca,10823.7001953125,1.0,norte
11021303102.0,34,mulher,11.0,Preta,2520.0,1.0,norte
